University Names
Bogalay Education College
Computer University, Hinthada
Computer University, Maubin
Computer University, Pathein
Government Technical Institute, Wakema
Hinthada University
Maubin University
Myanmar Union Adventist Seminary
Myaungmya Education College
Pathein Education College
Pathein University
Technological University, Hinthada
Technological University, Maubin
Technological University, Pathein
Bago Degree College
Computer University, Pyay
Computer University, Taungoo
Paku Divinity School
Pyay Education College
Pyay Technological University
Pyay University
Taungoo Educational College
Taungoo University
Technological University, Taungoo
Chin Christian College
Union Theological College
Zomi Theological College
Bhamo University
Computer University, Bhamo
Computer University, Myitkyina
Government Technical College, Mohnyin
Kachin Theological College
Mohnyin Degree College
Myitkyina Education College
Myitkyina University
Technological University, Bhamo
Technological University, Myitkyina
Computer University, Loikaw
Loikaw University
Technological University, Loikaw
Computer University, Hpa-An
Hpa-An Education College
Hpa-An University
Technological University, Hpa-An
Computer University, Magway
Computer University, Pakokku
Government Technical College, Myingyan
Government Technical Institute, Chauk
Government Technical Institute, Yenangyaung
Magway Education College
Magway University
Pakokku Education College
Pakokku University
Technological University, Magway
University of Community Health, Magway
University of Medicine, Magway
Yenangyaung Degree College
Computer University, Mandalay
Computer University, Meiktila
Government Technical Institute, Kyaukpadaung
Government Technical Institute, Pyinoolwin
Government Technical Institute, Yamethin
Defence Services Academy
Defence Services Technological Academy
Kyaukse University
Mandalay Education College
Mandalay Institute of Nursing
Mandalay Regional Co-operative College
Mandalay Technological University
Mandalay University
Meiktila Education College
Meiktila Institute of Economics
Meiktila University
Myanmar Aerospace Engineering University
Myanmar Institute of Information Technology
Myingyan Degree College
Nationalities Youth Resource Development Degree College, Mandalay
State Pariyatti Sasana University, Mandalay
Technological University, Kyaukse
Technological University, Mandalay
Technological University, Meiktila
University of Computer Studies, Mandalay
University of Culture, Mandalay
University of Dental Medicine, Mandalay
University of Distance Education, Mandalay
University of Foreign Languages, Mandalay
University of Forestry, Yezin
University of Medical Technology, Mandalay
University of Medicine, Mandalay
University of Paramedical Science, Mandalay
University of Pharmacy, Mandalay
University of Technology, Yatanarpon Cyber City
University of Traditional Medicine, Mandalay
University of Veterinary Science, Yezin
Yadanabon University
Yezin Agricultural University
Computer University, Thaton
Mawlamyaing Education College
Mawlamyaing Institute of Education
Mawlamyaing University
Technological University, Mawlamyaing
Computer University, Sittwe
Government Technical Institute, Kyaukphyu
Government Technical Institute, Thandwe
Kyaukphyu Education College
Sittwe University
Taunggup College
Technological University, Sittwe
Computer University,Kalay
Computer University, Monywa
Government Technical College, Sagaing
Government Technical College, Shwebo
McNeilus Maranatha Christian College
Monywa Education College
Monywa Institute of Economics
Monywa University
Sagaing Institute of Education
Sagaing Regional Co-operative College
Shwebo University
Technological University, Monywa
University for Development of National Races
University of Kalay
Technological University (Kalay)
Technological University, Pakokku
Computer University, Lashio
Computer University, Kyaingtong
Computer University, Panglong
Computer University, Taunggyi
Kyaingtong University
Lashio University
Panglong University
Taunggyi Education College
Taunggyi University
Technological University, Kyaingtong
Technological University, Lashio
Technological University, Loi Lin
Technological University, Panglong
Technological University, Taunggyi
University of Medicine, Taunggyi
Computer University, Dawei
Dawei Education College
Dawei University
Myeik University
Technological University, Dawei
Technological University, Myeik
Central Co-operative College, Phaunggyi
Co-Operative University, Thanlyin
Dagon University
Defence Services Institute of Nursing and Paramedical Science
Defence Services Medical Academy
Hlegu Education College
International Theravada Buddhist Missionary University
Karen Baptist Theological Seminary
Myanmar Institute of Theology
Myanmar Maritime University
National Management University of Myanmar
Nationalities Youth Resource Development Degree College, Yangon
State Pariyatti Sasana University, Yangon
Thingangyun Education College
University of Computer Studies, Yangon
University of Culture, Yangon
University of Dental Medicine, Yangon
University of Distance Education, Yangon
University of East Yangon
University of Foreign Languages, Yangon
University of Information Technology, Yangon
University of Medical Technology, Yangon
University of Medicine 1, Yangon
University of Medicine 2, Yangon
University of Paramedical Science, Yangon
University of Pharmacy, Yangon
University of Public Health, Yangon
Technological University, Hmawbi
Technological University, Thanlyin
University of West Yangon
West Yangon Technological University
Yangon Institute of Economics
Yangon Institute of Education
Yangon Institute of Marine Technology
Yangon Institute of Nursing
Yangon Technological University
Yangon University
Yankin Education College
